"Zeit","Ort"
0.99742,1.1902
0.99704,0.82018
0.85197,0.97716
1.1096,1.1389
0.89998,0.68384
0.94466,1.2004
1.0461,1.0199
0.78191,0.9052
0.9416,1.1042
1.1524,0.92526
1.057,0.9976
0.99967,1.2981
1.1286,0.56134
0.86549,1.2039
0.95361,1.2631
1.0292,1.291
0.98137,1.0724
1.0851,1.127
1.0329,1.1858
1.0881,1.2797
0.98788,0.97297
1.0514,1.0461
1.0491,1.5504
1.0954,0.92255
1.0311,0.90593
1.0594,1.2707
1.0035,1.1177
1.0003,0.79707
1.0055,1.1333
0.96389,0.77465
0.86992,0.63882
0.96913,0.8209
0.97018,0.87013
0.84292,0.7938
1.0288,0.93659
0.96,0.87079
0.97581,1.2023
0.9544,1.0153
1.0306,0.93947
0.9952,1.0362
1.0808,1.2832
0.91949,1.1405
0.88782,0.91516
0.85694,0.79488
1.0108,0.88528
1.0063,0.65787
1.0596,1.1311
0.97695,1.4226
0.93274,1.1294
0.97183,1.106
0.85958,0.7828
1.0694,1.2326
0.76933,0.96133
1.1562,0.87083
0.9434,0.53683
1.1247,0.96341
1.0842,0.96544
0.99706,0.85891
0.93328,1.4351
0.84877,0.88464
0.90607,0.62859
1.0204,0.71556
0.92904,1.2011
0.94396,1.339
0.9332,1.1311
1.0517,1.1133
1.0552,0.93075
0.97036,0.63177
0.97582,1.0531
0.59969,1.1284
0.81718,0.85712
1.0837,0.98083
0.97981,1.0953
0.94903,1.0984
1.1892,0.72692
0.90815,1.2838
0.95694,1.3452
0.9403,1.1241
0.96202,0.79722
1.1548,0.72912
0.8992,1.4129
0.99999,1.1719
1.1243,0.81325
1.0234,0.79999
0.91085,0.94643
0.96951,1.2456
1.0659,1.1558
1.0199,1.0601
1.0055,0.8895
0.9907,1.1135
0.93324,0.89802
0.95856,0.92572
1.0069,0.90304
0.97683,1.1271
1.1609,0.9606
1.0393,0.67573
1.0097,1.3307
1.1421,1.347
1.0224,0.83531
0.89984,0.88608
0.98455,1.1938
1.0371,0.95432
0.92749,1.1498
0.96736,0.79337
1.0941,0.94459
0.8329,1.1156
1.0641,0.69884
0.72398,1.176
1.043,1.2521
0.83599,1.3441
1.0591,0.82774
0.96539,1.2305
0.9827,1.4336
0.95286,0.70328
0.90853,1.1661
0.97607,0.63934
0.99201,1.2497
1.0757,0.89789
1.0736,1.1726
0.89002,1.1259
0.87787,1.1486
1.0012,0.66398
1.1435,1.3375
1.0232,1.2533
0.98914,1.12
1.1247,0.93237
0.89642,1.2433
1.0374,0.90905
1.0609,1.0063
0.9846,1.0249
0.9336,0.88228
1.0258,0.98134
1.0176,0.91662
1.0989,0.8589
0.83209,0.77181
1.0362,1.0848
1.0241,1.1794
0.93171,0.39228
0.95415,0.71799
1.0897,1.0218
0.79712,1.031
0.95544,0.77996
0.89999,0.79649
0.91489,1.1575
0.97231,1.263
1.0578,1.0606
1.0614,0.84917
1.0268,0.87443
1.0525,1.3283
1.1325,1.0483
0.89139,0.83617
1.0548,0.94101
0.86455,1.5922
0.84775,0.80851
1.0532,1.0848
0.97813,1.068
0.9571,0.95114
0.9893,0.94815
1.1073,1.3053
1.0218,1.0265
0.99656,0.80353
0.95557,0.90733
0.90599,1.0099
1.0984,0.9616
1.0562,1.0156
0.97954,0.77237
0.88245,1.1887
0.80816,0.90369
1.082,0.60881
1.0283,0.81229
0.96434,1.1013
0.99316,0.74813
1.1599,0.90511
0.84217,0.8083
0.90961,0.6082
1.0224,1.1292
1.0523,0.64614
0.92194,1.2242
0.90628,1.2222
1.0084,1.3414
0.86828,0.92832
1.0402,1.0145
1.0164,0.96276
1.0311,0.78994
0.74335,1.0173
1.084,1.1647
1.1325,1.4002
0.94484,1.0999
0.97439,0.72364
1.2077,1.0833
0.93674,1.4199
1.1626,1.1675
1.1895,0.85524
0.83943,1.4816
0.95423,0.97381
1.0146,0.69421
1.1266,0.75771
1.0637,1.3472
0.95785,0.87919
0.95367,0.91992
1.0378,1.2089
1.0345,0.92396
1.0197,0.5791
1.3128,1.0459
0.90583,1.0408
1.0843,1.2216
1.1225,1.0137
1.0546,1.1725
1.1026,1.3092
1.057,0.89651
0.95333,1.181
1.037,1.2108
0.98073,1.0328
1.2749,0.95298
0.95125,1.3929
0.8774,1.22
0.87626,1.1701
1.066,0.68267
0.95697,1.3472
1.0826,1.0371
1.073,1.0249
1.1008,0.85985
0.89222,1.0575
1.0072,1.055
1.019,0.91043
1.1253,1.1519
1.2546,1.369
0.97265,1.1105
1.1697,1.0087
1.2705,1.018
1.0797,0.64194
0.99755,0.86204
1.0406,1.2539
0.88543,0.60002
0.9078,1.1235
0.80698,0.90366
1.0178,0.89321
1.0111,0.99994
0.97295,1.0425
1.107,1.2032
0.96786,0.96211
1.0585,0.85582
1.0547,0.9953
0.98664,0.87097
0.98632,0.4478
0.9503,1.1156
0.97257,1.0301
0.84052,0.7962
1.1233,0.95805
0.90976,1.182
0.87755,0.96697
0.97074,0.82983
1.0128,1.0011
0.96785,1.1481
1.042,1.0554
0.97899,1.0091
1.0058,0.99448
0.96473,0.88242
0.85554,1.1136
1.0148,0.82168
1.0046,1.0238
1.1578,0.60563
0.98532,0.86429
0.90222,0.89368
1.0526,0.84353
1.1093,0.96102
1.0605,0.90021
1.1558,0.65405
1.0227,0.86902
1.0715,0.91356
0.93573,0.91251
1.0047,1.0818
0.91582,0.69989
1.0309,1.0333
1.0496,1.0298
0.95486,0.92272
0.9961,1.2518
0.93461,0.76074
0.83894,0.95892
0.94066,0.9346
1.0095,0.97475
1.1953,1.3428
0.96399,1.2633
0.98357,0.73594
1.0345,1.1103
0.92369,0.94339
0.95081,1.118
1.0183,0.92852
0.94048,0.39702
0.95012,0.98996
1.0104,1.2563
1.1509,1.0405
0.97796,0.95546
1.0287,1.1875
0.73772,0.91572
0.8823,0.9646
1.0492,0.84888
1.0379,1.1595
1.0794,1.205
0.86136,1.0459
0.90998,1.0855
1.0635,0.92762
0.99689,1.1965
0.96248,0.6137
1.0102,0.80422
1.019,1.2677
0.87442,1.4433
0.87546,1.2356
1.1462,1.2103
1.0389,1.0979
1.0128,0.84158
0.85884,1.2083
0.90281,1.1348
0.87282,0.97957
0.84625,1.0274
0.7225,1.0786
0.99949,1.1151
0.94795,0.96537
0.94706,0.97854
0.96802,0.99642
1.0092,0.49399
1.0867,1.3285
1.0155,0.83003
0.79681,0.86651
1.1028,1.3495
0.97324,0.95686
0.9513,1.0062
0.96687,0.90341
1.0824,0.66235
1.0049,1.1522
0.99865,1.2105
1.114,1.0795
1.0226,1.0502
1.1257,0.85173
1.1055,1.0401
0.87905,1.2081
0.89748,1.2966
0.97196,0.97191
1.0831,0.91167
1.0671,0.85161
0.85191,1.0364
1.0663,1.1122
1.0453,1.2522
1.1258,0.93772
0.88436,0.99736
1.0874,1.1158
0.99968,1.0057
0.97273,0.90061
1.0608,1.1253
0.83295,1.3227
1.0618,0.68886
0.94401,1.2426
0.96189,1.1134
0.93192,1.4642
1.0076,1.2601
0.87412,1.0345
0.93726,0.72667
1.1564,0.55609
0.96729,1.2241
1.0692,0.96986
0.88295,0.66055
1.0382,0.82733
0.91021,0.734
0.94208,1.0574
0.86105,1.0194
0.9776,0.92408
0.86885,0.85431
1.1161,0.98632
0.98443,0.99342
0.96142,1.1887
0.90286,1.1497
1.0316,1.1795
0.96953,0.54149
1.0123,1.0392
0.91725,1.1969
0.84203,0.89791
1.1361,0.96435
0.94401,1.3719
0.99116,1.2199
1.0532,1.4346
1.2053,0.98821
0.94009,1.0731
1.0143,0.91635
1.0893,0.86076
1.0725,0.85032
1.1773,1.464
0.84773,0.66304
1.1586,1.0054
1.0543,0.95596
0.86315,0.97138
1.1319,1.1219
0.98429,0.81517
0.97745,0.95855
0.98268,0.72922
0.80588,1.1034
0.90969,0.92363
1.0546,1.2647
0.93625,1.0427
1.0003,0.96337
1.0025,0.90062
0.723,0.85734
0.97728,1.2289
0.86738,1.0803
0.88569,1.0811
0.90151,0.94376
1.1234,1.2192
1.0526,1.1636
1.0264,0.94673
0.80118,0.96696
1.0304,0.90082
1.1728,1.4642
1.1095,1.051
1.1425,0.69794
1.0931,0.72724
0.87616,0.76489
1.0633,0.84833
0.82046,1.2033
0.99952,0.72247
1.1218,0.6871
1.0489,1.4956
1.013,0.71061
1.1156,1.256
1.0415,1.1434
0.96769,0.84482
1.0905,1.0031
1.0645,0.93209
1.0448,0.89714
1.0256,1.092
0.99699,1.1157
0.91955,1.0952
1.0122,0.93592
0.83386,1.2857
0.93273,0.93668
0.87636,1.109
1.0386,1.0768
0.95129,0.9885
1.0997,1.196
0.92733,0.88819
1.0549,1.1
0.98027,0.93118
0.97355,0.92385
1.1217,1.1749
0.9625,0.99909
1.0761,0.8991
0.92793,0.79792
1.0224,0.88469
1.1696,0.80819
0.82704,1.3637
0.90221,1.0607
0.96193,0.99198
1.214,0.90259
0.98455,0.9445
1.0241,0.43639
1.1315,1.1826
0.98138,1.0851
1.2748,1.1716
0.9234,1.0727
1.107,1.0709
1.0803,0.98176
1.0649,0.51447
1.0315,0.84052
1.0313,0.97408
1.1409,0.96358
0.85654,1.1528
0.96968,0.76261
0.94745,1.0976
1.0478,1.0428
1.0826,0.68005
1.1009,1.2094
0.90288,1.1326
1.0212,1.3843
0.86348,1.0861
1.0989,0.86344
1.0418,0.63816
1.027,1.1217
0.88308,0.85549
1.0166,1.1045
0.98099,0.98304
1.2304,0.47012
1.0725,0.98387
0.88273,1.0769
0.98736,0.88528
1.1554,0.69989
1.0445,0.93094
1.0184,1.0315
0.90416,0.93308
0.83775,0.87491
0.98809,0.81941
1.1022,0.90356
1.0967,0.95771
1.0821,0.64683
0.99514,1.0048
0.8389,1.1534
0.99915,1.0134
0.97535,0.88977
1.0833,1.2416
0.86896,1.2736
0.79474,0.83472
1.0951,0.84323
1.1487,0.88945
0.86661,0.6315
0.97289,1.1152
0.93389,1.0482
0.91966,1.0631
0.84811,0.85515
0.92673,0.88739
1.1168,0.93078
1.0787,0.83297
1.0204,1.0273
0.83221,0.90985
0.89906,1.1935
0.98028,1.0129
0.90822,0.80747
0.98309,1.0057
1.0686,0.84594
0.9535,0.9496
0.96334,1.4067
0.99604,1.2065
0.91037,0.95718
0.87298,0.92657
0.89291,1.0606
0.90471,1.0532
0.87336,1.4045
0.95508,0.88215
1.0195,0.88366
0.90911,0.89325
1.0214,0.54164
1.1426,0.88806
1.1436,0.84869
0.88585,0.90241
1.2068,0.68245
0.96427,0.76853
1.1283,1.0334
0.84837,0.94118
0.86412,0.86534
1.1028,1.0991
0.95932,0.92409
0.88944,0.76411
1.0425,1.1121
0.92256,1.1243
1.0966,0.89827
1.1467,0.94037
1.1138,0.81854
1.0018,1.2508
0.87331,1.373
0.97375,1.2241
1.0293,0.48652
1.0928,1.1523
0.95183,0.84133
0.91002,0.89861
0.97548,1.0678
1.0927,0.70153
0.98616,1.0255
1.0081,1.1375
0.97259,0.83996
1.1245,0.84313
0.86145,0.8039
0.87569,0.73742
0.99124,1.0785
0.84516,0.96155
1.0311,0.76587
1.1262,0.91941
1.2034,0.73367
1.0511,1.1435
0.94034,0.85573
1.0369,1.3883
1.0424,1.4109
0.95126,1.3917
0.8081,0.68043
1.1098,1.1536
1.032,0.95302
0.83355,0.60776
0.91,1.1226
1.0712,0.81162
0.86567,0.98327
0.99334,1.1086
1.0121,0.73514
0.83376,0.7351
1.2316,0.79993
0.95719,1.3057
0.97557,0.98635
1.1762,0.78022
1.0008,1.0179
1.0484,0.89061
0.99065,0.97556
1.0991,0.78452
0.99896,1.0278
0.95578,1.1223
1.0696,0.63779
1.0328,1.1098
1.0298,0.97601
1.1807,1.2312
0.99621,0.78727
0.99393,1.0767
1.0816,1.0334
0.91319,1.2994
1.1781,1.1818
0.97643,0.83558
0.98648,1.033
1.0045,1.3306
0.852,1.1967
1.0221,1.0542
1.1147,1.2357
1.1202,1.1261
0.90646,0.97695
1.0182,0.82157
1.0947,0.89787
0.99432,1.1972
0.96702,1.1175
0.91484,0.79692
0.99494,1.0107
1.073,0.70697
1.2633,0.94326
1.1452,0.69517
0.90461,0.55817
1.0983,1.2304
0.98083,1.0527
0.83398,1.2126
0.91585,0.87702
1.0685,1.1008
0.96494,0.95083
1.0615,0.92723
1.1225,0.71888
1.051,1.039
0.86142,0.99845
0.98289,1.0035
1.0896,1.2291
1.0988,1.2092
0.9492,0.90264
1.0221,0.79842
1.0981,0.72493
0.93296,0.69037
0.91273,0.92006
1.2036,1.2091
0.97579,0.8627
1.1399,1.0263
1.0018,1.4355
0.96887,1.2729
0.83771,1.0164
0.9231,1.1425
1.0581,0.64089
1.0843,1.0364
0.96908,0.86914
0.99922,1.2796
0.88374,1.003
0.98153,1.1361
0.87919,1.0409
1.0785,1.2443
1.0548,1.1557
1.0136,0.92612
1.0485,1.1574
0.86901,0.76016
0.96287,0.86589
1.0733,0.78868
0.87636,1.1125
1.0218,1.2683
0.95789,0.81273
0.92106,1.2314
1.1522,1.081
0.9423,0.78609
0.98201,1.2141
1.119,1.1031
0.94245,1.4765
1.0756,0.68145
0.8522,1.047
0.98971,1.4786
1.0528,0.73108
1.2,0.89724
0.89876,1.1131
1.0523,1.0036
0.887,1.147
1.0885,1.1167
1.0932,1.0319
1.1597,1.0755
0.90808,0.75726
0.91619,0.61914
0.85678,0.65262
1.0961,1.0393
1.0983,0.65535
1.0429,0.90985
0.92802,0.75102
1.097,1.2581
1.0301,1.0423
1.203,1.141
0.8889,0.69188
0.96145,0.7154
1.0352,1.0339
0.85015,1.104
0.88254,1.1771
1.1309,1.0459
0.84689,0.82628
1.0183,1.1959
1.0911,0.85236
1.2319,0.76796
0.88869,1.1516
1.0823,1.1261
0.99689,0.71786
1.2687,1.1976
0.99161,0.96979
1.0247,0.99238
1.0807,1.1592
1.1704,1.4289
0.97626,1.1951
0.94767,1.2454
1.1266,1.3614
1.0679,1.0073
1.1149,0.89594
1.1154,1.2877
1.0522,0.9142
1.1731,1.1029
0.95999,0.78646
0.96815,1.0691
0.92529,0.7061
1.1047,1.0385
1.2225,1.0037
0.8828,0.75365
1.0443,1.0201
1.0535,1.0312
1.2502,1.0412
0.84728,1.1769
0.91641,0.99307
1.0059,0.94938
1.1865,0.75492
1.1989,1.0201
1.0251,0.61827
0.9051,0.87572
1.0534,0.66324
0.92511,1.067
1.0013,0.96816
1.1116,0.8335
1.0691,0.72055
0.96803,1.0168
1.1379,1.0735
1.0514,1.4385
1.0422,0.87609
0.95008,0.9542
0.97317,0.6499
0.87432,1.2401
0.91134,0.86508
1.0973,0.92944
0.88909,1.0229
1.0095,1.0798
0.96976,1.1123
1.0315,0.85534
1.1133,1.0779
0.89229,0.91059
1.0046,0.89433
0.99928,1.1127
0.96224,0.90899
0.8358,1.0054
0.95763,1.0197
1.0249,0.83386
1.2156,1.0946
0.95672,1.0762
1.113,0.91765
0.89973,0.75866
0.99533,1.3909
0.94094,1.0067
0.78194,1.1717
1.038,0.87398
0.99239,1.0747
0.8685,1.1456
0.94351,1.1842
1.1221,0.91023
1.012,1.0069
0.97653,1.1289
1.1185,1.3181
1.0456,1.1841
1.032,0.84245
0.83085,0.50202
1.1234,0.64621
0.92906,1.1385
1.0006,0.72011
1.0422,0.80996
0.99106,0.72308
0.93884,0.92316
0.98888,0.88723
1.04,0.87514
1.0418,1.3388
0.96467,1.0685
0.99718,0.86504
1.041,1.1256
1.0329,0.92636
0.89605,0.6714
0.97537,0.95268
0.91606,0.72109
0.90319,0.86344
0.90916,1.312
1.0559,0.90701
0.94717,1.1653
0.98518,1.0092
1.0435,0.89561
1.1197,0.83478
1.0497,1.079
0.97318,1.1266
1.1671,0.97452
0.96521,1.1912
0.95313,1.2399
1.1713,1.2095
0.9604,1.0201
0.88796,0.91431
0.91836,0.81524
0.97523,0.91879
1.1155,1.1473
0.86526,0.92927
0.95505,0.79338
1.1541,1.1604
0.94806,0.90617
0.90583,1.0194
1.0342,0.86449
0.97465,0.94384
1.0401,0.92615
1.1262,0.9007
0.98877,1.2879
0.98571,1.1784
0.9916,1.0176
0.96752,1.0483
0.96868,1.0605
1.092,1.3075
1.0184,1.0225
0.96886,0.78623
1.202,1.0765
0.93887,1.5907
1.046,0.86112
1.0918,1.2336
1.021,0.76607
0.958,1.0922
0.9066,1.0071
0.89769,1.0116
0.79641,1.0404
0.95147,0.9609
1.1302,0.70875
1.08,0.85442
1.0794,1.0381
0.96232,1.0598
0.99826,1.0404
0.90392,0.86893
1.1742,1.2132
0.97726,1.1236
1.0268,1.0534
1.0404,0.98669
1.0695,1.0205
1.0216,1.182
1.0166,0.91055
0.93903,1.2747
1.1134,1.0301
1.0476,0.63452
0.94928,0.74784
0.82451,0.98475
0.91528,1.0745
0.98009,1.016
1.0468,0.86255
1.1102,1.0927
1.1313,1.0311
0.95805,1.3085
1.0417,1.0271
1.0435,0.72283
0.7346,1.3841
1.0828,0.56866
0.91384,1.2003
0.77758,0.89049
1.0868,0.57376
1.1874,1.1527
1.101,1.2656
1.049,1.2946
1.0281,1.034
1.0601,0.8924
1.1181,1.0199
1.0589,0.58904
0.81757,1.0625
0.87864,0.97322
0.85164,0.80982
0.92205,0.88855
1.0026,0.83653
0.73153,0.70923
1.0504,1.2046
0.94163,1.0811
0.97934,1.4392
1.0533,0.83609
0.93075,0.90884
1.0175,0.95348
1.0267,0.98596
1.0508,0.92238
1.0246,0.81454
1.0463,0.95158
1.0978,0.94516
1.0076,0.93375
0.86811,1.1853
1.037,0.90164
0.95759,1.4509
1.0859,1.1285
0.86441,0.99543
0.77609,0.90155
0.99837,1.1097
0.64193,0.79172
0.79559,1.199
0.98252,0.86041
1.0486,0.89569
1.074,1.0254
1.003,1.3877
1.0109,0.71404
0.84631,0.97163
1.0542,1.3593
0.9662,1.0213
1.0187,0.66279
0.93714,0.98423
0.89773,1.1015
0.9045,1.2187
0.91783,1.2317
1.0182,0.87832
0.9725,0.91763
1.0313,0.79607
1.0703,0.94409
1.08,1.0708
1.1738,0.8409
0.86501,0.7666
1.0645,1.048
0.93212,1.0681
1.1927,1.4163
1.0177,1.0347
0.86452,0.87153
0.87268,0.76204
0.89099,0.48573
1.0132,1.2257
1.1235,1.1807
1.0052,0.85342
0.77205,1.1929
0.76122,1.0095
0.97767,1.1194
1.2225,1.0452
1.0434,0.96569
0.95173,0.70366
0.97937,0.9387
0.99009,0.86606
1.044,1.0765
0.96106,1.0114
1.0807,0.87761
0.97359,0.8397
0.95425,0.75462
1.0899,1.0035
1.1683,1.3651
0.98598,0.99228
0.90513,1.2035
1.025,0.92097
0.93872,0.87934
0.98866,1.4067
0.89337,0.84943
0.95532,0.6278
1.0965,0.92497
0.89874,0.77896
1.0349,1.1799
0.92873,0.72911
1.0715,0.9996
0.87641,1.2281
0.90498,0.71771
1.054,0.86088
1.0217,0.76984
1.0288,1.0653
0.9884,1.1414
0.85873,1.1015
1.0972,1.3622
1.2371,1.322
1.0964,1.0727
0.93547,1.2222
0.82256,0.91034
1.0165,0.84828
1.1125,1.1503
0.97336,1.3623
0.92101,0.70151
1.2053,0.90227
0.9714,1.1014
1.0169,1.0831
1.1724,1.1316
0.92072,0.46902
0.79571,0.58785
0.86772,0.90345
0.98936,1.1084
1.021,1.1871
1.1195,1.0907
0.98494,1.2201
0.9857,1.1788
0.97194,1.1073
0.98156,1.1779
0.88082,1.0173
1.1437,0.89129
1.0239,0.94354
0.97539,0.86363
0.97526,1.0931
1.0836,0.8036
0.92494,0.90065
1.0028,1.0406
0.96945,1.2311
1.022,0.70262
0.9376,0.91497
0.92829,1.0625
0.83947,1.2782
1.2055,1.5008
1.1242,0.67655
0.97154,0.94715
1.0423,0.96341
1.0129,0.86447
0.87188,0.87208
0.97222,0.94154
0.82462,0.67825
0.94044,0.78966
1.0086,1.0902
0.90935,1.0723
1.0787,1.3622
0.94666,1.1305
1.035,1.1919
1.0132,1.2603
0.85206,1.092
0.99847,1.0112
0.99368,0.93836
1.0108,0.81218
1.0916,1.3412
1.0091,1.2703
0.93519,0.97384
1.1111,1.1569
1.0522,1.4166
1.0103,0.92777
0.87587,0.80208
1.1307,1.0152
1.1439,0.75766
1.0608,1.1137
0.92996,0.74233
1.0058,0.74685
1.2622,1.1535
0.79408,1.1142
1.0474,1.1253
0.93994,1.0752
1.0714,1.2897
0.98262,1.3091
0.9166,0.81337
0.91299,0.52651
0.91083,1.1954
1.0583,1.3928
1.0565,1.1232
0.76267,0.85803
0.9644,0.97777
0.83719,1.0323
0.93476,0.82112
1.0144,1.0772
1.0454,0.67521
0.86848,0.63598
1.0676,0.95729
0.94604,1.3761
1.0103,1.0351
0.90683,1.0106
1.0488,0.95699
1.0487,0.95052
1.1222,0.77782
0.86437,1.1439
0.89879,1.1007
0.96442,0.98971
0.94325,1.5255
0.89747,1.3334
0.89619,1.3069
0.9193,0.7912
1.003,1.0298
1.0453,1.3641
1.1873,0.93008
0.98298,0.96271
1.1144,0.90353
1.0678,1.1935
1.0846,1.038
1.0819,1.6282
0.94828,1.2023
1.18,0.94793
1.0138,0.71012
0.70522,0.9567
0.93003,0.95612
1.0087,0.71309
1.2452,0.7837
1.028,1.2768
0.9951,1.0093
0.93677,0.92565
1.033,1.1118
0.96506,1.1242
0.85747,1.1118
1.1095,0.98236
0.82699,0.90027
1.1618,1.1424
1.0206,0.97909
0.90371,1.1788
1.0703,0.77483
1.1283,1.1217
0.97696,1.0031
1.0677,1.1427
0.72256,0.85988
0.9272,0.92163
1.1701,0.71603
0.91324,0.93465
1.0322,0.87682
1.0461,1.2494
0.95426,0.78702
1.0504,1.0511
1.0722,1.0811
1.1287,1.2284
1.0617,1.0142
0.9716,0.98832
0.94886,0.96171
0.9448,1.2926
1.1045,0.96071
0.82845,0.77637
0.9904,0.83144
0.82996,0.68917
1.1781,0.85494
1.057,0.81906
1.094,1.3756
1.1355,1.3415
0.72936,1.0109
1.0736,0.94871
0.89482,0.84546
1.0028,1.1734
1.074,0.85379
1.0061,0.46727
0.84609,1.0536
0.88031,1.1982
0.92956,0.86606
0.92157,1.1228
0.91132,0.70626
1.1976,1.0877
0.7976,0.95763
0.97638,1.0214
0.98251,1.2659
1.0425,0.99887
0.97316,1.1123
1.0083,0.85025
1.1427,0.69813
0.88983,1.0111
1.101,0.69366
0.93284,0.87626
1.0643,0.70039
0.86537,1.1603
0.92168,1.0816
1.0073,0.658
1.0113,1.1662
0.997,1.1749
1.2784,0.90869
0.88226,0.85155
0.80217,0.97813
0.85487,0.86348
0.97913,0.67257
1.2104,0.67205
1.1223,1.1472
1.006,1.048
0.90135,0.57253
0.98032,1.2109
1.0002,0.95816
0.87847,1.2798
1.0416,1.0147
1.0015,0.72598
0.98614,1.115
1.1064,1.0903
1.1396,0.96306
0.97227,0.99362
1.0251,1.307
1.1712,1.137
0.91385,0.72826
1.2518,0.88431
1.2139,0.89887
0.95726,1.1324
1.1149,0.97519
1.0074,1.0595
1.1498,0.93743
0.866,1.2512
1.0212,0.91028
0.96959,1.1175
1.102,0.90349
1.0201,0.64961
1.0788,0.89504
0.86655,1.1074
0.97988,0.81979
1.0115,1.1026
1.0855,1.0656
0.95285,0.80779
0.94022,0.89167
0.88106,0.56864
1.1207,0.92927
0.81145,0.94151
0.95487,0.74634
0.90984,1.0154
0.91121,0.7817
1.1162,0.75119
1.0617,1.0376
1.1232,0.94973
1.0031,1.4329
0.86049,0.68875
0.97494,0.78151
1.0629,0.86198
0.96005,0.89756
1.009,0.85615
0.98675,1.136
0.84894,0.82451
1.0533,1.1206
1.0292,1.357
1.0334,1.1645
1.0804,1.0531
0.99554,1.1215
1.1688,0.82063
1.0314,1.209
1.1134,0.59154
0.93229,0.79754
0.98226,0.62442
0.81545,1.0518
1.0742,1.0923
1.0592,0.94594
0.9814,1.3999
1.1332,0.92054
1.0163,0.75313
1.0413,1.1519
1.0002,0.89019
1.0007,0.72545
0.82788,0.9564
1.1836,1.259
1.0198,0.83543
1.1091,1.0944
0.98305,0.91202
1.079,1.0089
1.2185,0.70357
1.0657,0.96731
1.1163,0.51771
1.0613,1.0887
1.0391,0.91825
0.9343,1.3689
0.9537,0.45812
0.99825,1.2458
1.101,1.026
0.89573,0.85425
1.0387,1.2026
1.1155,1.1435
0.9818,1.1801
1.0773,0.76427
0.95495,1.2823
1.0096,1.1667
1.025,0.88628
1.0683,1.0138
1.0161,0.89465
0.97558,1.0312
1.0185,0.95082
0.98552,1.1676
1.0754,1.1349
0.98992,0.7609
0.79942,1.3802
1.1052,1.1579
0.97798,1.3743
1.0667,1.2739
1.1378,1.0592
0.92726,1.1346
1.1267,1.2902
0.91724,1.0558
0.98862,0.82661
1.0566,1.035
1.0456,0.90596
1.0268,0.96136
0.92493,1.1147
0.94468,0.95103
0.98131,1.0557
0.96922,1.0916
0.93253,0.93256
0.99405,1.2146
0.79458,0.76397
0.89737,0.60456
0.85909,0.9022
1.1508,1.168
1.0134,0.95113
0.9587,1.4808
0.93707,1.0408
0.99119,0.70535
1.1148,1.327
1.0948,0.91073
1.1183,1.2329
1.0959,1.0791
0.91435,1.2329
0.97259,1.0892
0.94705,0.92358
1.0154,1.2125
0.96799,0.74017
1.0997,0.95469
1.1016,1.334
0.97874,1.0105
0.97461,1.2759
1.0912,0.85115
0.89873,1.4062
0.97205,1.0943
0.79501,0.80008
0.98338,0.79086
1.0628,1.1491
0.97763,1.162
1.0937,0.88417
0.84518,0.77219
1.0857,1.0538
1.0624,0.76102
1.1347,0.83946
1.1007,0.7466
0.9744,0.83498
1.0584,0.79419
1.0159,0.88145
1.1107,0.8557
1.0745,1.1032
1.037,0.93485
1.0301,0.71669
0.91489,0.74714
0.93701,1.0721
0.98517,1.152
1.0529,0.97967
1.0612,1.1252
0.87561,0.92024
0.95883,1.0293
1.0371,0.94153
1.0464,0.9698
1.0624,1.1563
0.94813,1.0124
1.1286,1.1465
0.91125,0.78917
0.99974,1.2551
1.2133,0.86752
0.9853,1.238
0.95997,1.1174
0.94197,1.11
0.90997,1.0892
1.1546,0.84181
0.98635,1.0215
0.94156,0.81789
1.1141,1.1003
0.83788,1.2114
1.0378,0.7842
1.125,0.88983
0.93083,0.70158
1.119,1.0753
0.97538,1.0929
1.0829,1.0863
1.053,0.85613
0.98174,0.65826
0.96305,1.016
0.77191,1.1706
0.86501,0.9259
0.92371,0.7786
0.98517,0.8328
1.0678,0.73538
1.1199,1.2568
1.171,1.0366
1.0105,0.91981
0.85386,0.53714
1.0414,1.2342
1.0068,1.2109
1.0876,0.71565
0.94973,0.86839
0.98617,0.86699
0.78256,0.85104
0.91695,0.68181
0.9628,1.1743
1.0523,1.2316
1.0616,0.95784
1.2207,0.94126
0.95664,0.7708
1.0146,0.93332
0.80508,0.61794
1.2247,1.186
1.0117,0.78036
0.83988,0.93772
1.0076,1.0545
1.2015,1.1661
1.0201,1.0701
0.92183,1.0616
0.76448,1.1054
1.092,1.0592
0.87565,1.2194
1.0044,0.88219
0.97356,0.94895
0.95285,1.1926
1.141,1.1464
0.92728,0.96652
1.135,1.4717
1.1077,1.1548
0.90773,0.7898
0.94055,1.1048
0.91329,0.90488
0.86902,0.9747
0.98503,1.2084
0.98324,0.98299
1.0381,1.1582
1.1866,1.1299
0.87177,1.0097
1.1347,0.64727
1.1734,0.95898
1.2802,0.56852
1.0423,0.72467
1.0098,0.52462
0.84403,0.94782
0.86111,0.89982
0.94584,0.81445
1.1328,0.84447
1.0289,0.9537
0.96294,0.85275
0.82271,1.2123
1.008,1.111
1.1949,1.0741
1.0914,0.94724
1.0372,1.0575
1.1872,0.8821
1.0111,0.89388
0.7907,0.99585
1.0196,1.0143
1.0764,1.4885
1.0357,0.41345
1.1107,0.80863
1.0162,0.85614
0.90404,0.93186
0.97616,1.3543
1.0068,1.1574
1.0596,0.99522
